ID,EventID,Name,nameShort,Type,Description,titleLogo,file1,file2,file3,file4,doc1,doc2,doc3,doc4,MoY,DoM,Year,E_Moy,E_Dom,E_Year,etime,Venue,Speakers,HPShow,MIHPshow,blurb,publish,regdeadMoY,regdeadDoM,regdeadYear,CalDisplay,Picture,SSMA_TimeStamp,eventPrice,confirmationEmail,confirmationWeb,datecreated,datemodified,dateEvent,splashPage,splashURL,dateAsNum,campaignName,campaignID,campaignType,campaignOwner,campaignTypePublic,CventID
156,EID156,Trial Lawyers Inc.: California,NULL,Forums,"While California has made progress in reforming its litigation industry, much more is needed to hold down costs from awards and settlements that hurt the state's economy, according to several speakers at a panel discussion put on by the Manhattan Institute. <p>

Citing three sectors in particular that have become profitable niches for trial lawyers in California &#151; construction defects, employment and securities class-action &#151; James Copland, Director of the Manhattan Institute's Center for Legal Policy, said litigators have a tight grip on the state. Los Angeles in particular, he said, has become known as a plaintiff-friendly place.<p>

""Los Angeles is particularly bad as a jurisdiction for litigation,"" said Copland, whose center wrote a report, ""Trial Lawyers, Inc.: California,"" on which the seminar was based.<p>

Thomas Girardi, a highly successful trial lawyer with Girardi & Keese, defended litigators as protectors of good business against unethical firms that cut corners to save money.<p>

""If you're running a good company, then you need me,"" he said. ""I'm the equalizer."" <p>

Also on the panel were John Sullivan, President of the Civil Justice Association of California, and moderator Stephen Bainbridge, a law professor at UCLA. <p>

Businessman William Simon, Jr., who is running for state treasurer in next year's election, gave the keynote speech. He supported the need for tort reform in California, arguing that the state's civil justice system ""has been hijacked by a small group of lawyers.""<p>

""It's time to return balance and common sense to the civil justice system,"" he said. <p>

Simon urged other lawyers to fight for changes, such as tightening the standards for filing class-action lawsuits, enacting a ""loser pays"" system and creating sanctions for lawyers who file frivolous suits.<p>

The event was hosted by the Milken Institute. For more information about ""Trial Lawyers Inc.,"" visit the Manhattan Institute's web site at <a href=""http://www.manhattan-institute.org"">www.manhattan-institute.org</a>. <font face=""verdana"" size=""-2"">
(Note: This link takes you to a web site outside of milkeninstitute.org. To return, hit the back button on your web browser.) </font>
<p>",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,15,2005,NULL,NULL,0,NULL,"Milken Institute Conference Center<br>
Santa Monica, CA",NULL,0,0,Does the trial lawyer industry in California hurt the state's businesses and economy? That was a key question in this seminar put on by the Manhattan Institute and hosted by the Milken Institute.,1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e8f}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-06-15 00:00:00.000,NULL,NULL,38516,NULL,NULL,NULL,NULL,NULL,NULL
157,SOS05,2005 California State of the State Conference,NULL,sos,,,,,,,,,,,10,31,2005,NULL,NULL,0,,"Beverly Hilton<br>
Los Angeles",,1,0,More than 500 business leaders and public policy makers gathered for the 7th annual State of the State Conference to discuss California's economy and future.,1,10,26,2005,1,NULL,"{length = 8, bytes = 0x0000000000240e90}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-10-31 00:00:00.000,NULL,NULL,38654,NULL,NULL,NULL,NULL,NULL,NULL
158,EID158,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,NULL,Forums,"When they first agreed to collaborate on a story, University of Chicago economist Steven Levitt and <i>New York Times</i> writer Stephen Dubner didn't think too much would come of it. Levitt didn't understand why a reporter would be interested in his sometimes arcane, often counter-intuitive economic theories, and Dubner didn't think that many people would read a story about an economist. <p>

They were both wrong. <p>

Many book tours and a best-seller later, both men say they are surprised at the popularity of Levitt's theories and of their book, <i>Freakonomics</i>. <p>

Speaking in front of a full house at the Milken Institute, Levitt and Dubner described some of the research findings, which are also outlined in their book, including: <p>

<ul>
<li> The misguided solution &#151; a $3 fine &#151; that a day-care center came up with to cut down on the number of parents who showed up late to pick up their children. In essence, the fine told parents it was OK to be late as long as you were willing to pay, and thus, late pickups actually <i>increased</i>. <br>
<li> The discovery, through a detailed examination of test scores, that teachers in the Chicago Public School system were cheating to raise the test scores of their students. The incentive? Teachers whose students tested poorly could be passed over for a raise or promotion. <br>
<li> The economics of the crack cocaine business and why, as their book put it, ""drug dealers still live with their moms."" The bottom line: the hierarchy of drug dealers is not much different than the average fast-food chain. Those at the top make a lot of money, but those at the bottom make very little. <br>
<li> The bagel man &#151; the businessman who learned the fine points of honesty and dishonesty in office workers when he left collection boxes for payment. (Examples: Workers in smaller offices are more honest than those in big ones; and unseasonably good weather results in more payments than unseasonably bad weather.) </li>
</ul> <p>

The key to his findings, Levitt said, is knowing what to measure and how to measure it &#151; and having the data to study. <p>

""At its root, economics is the study of incentives,"" Levitt said. <p>

<i>About the speakers:</i> <p>
Steven D. Levitt is a Professor of Economics at the University of Chicago and an editor of <i>The Journal of Political Economy</i>. In January 2004, he was awarded the John Bates Clark medal for the economist under 40 who has made the greatest contribution to the discipline by the American Economic Association. Stephen J. Dubner writes for the <i>New York Times</i> and <i>The New Yorker</i>, and is the bestselling author of <i>Turbulent Souls</i> and <i>Confessions of a Hero Worshiper</i>.  <p>",,,,,,,,,,7,27,2005,NULL,NULL,0,,"Milken Institute Conference Center <br>
","Steven D. Levitt, Professor of Economics, University of Chicago<br>
Stephen J. Dubner, Journalist and Author
",0,0,"Economist Steven D. Levitt, described by <i>The Wall Street Journal</i> as ""a maverick treasure hunter who relies for success on his wit, pluck and disregard for conventional wisdom,"" and writer Stephen J. Dubner talk about their bestseller, <i>Freakonomics</i>.",1,0,0,0,0,,"{length = 8, bytes = 0x0000000000240e91}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-07-27 00:00:00.000,NULL,NULL,38558,NULL,NULL,NULL,NULL,NULL,NULL
159,GC06,Global Conference 2006,NULL,GC,,,,,,,,,,,4,24,2006,4,26,0,,"Beverly Hilton <br>
Los Angeles",,0,0,"More than 2,500 leaders in business, government, philanthropy, journalism and academics gathered in Los Angeles April 24-26, 2006, for the 9th annual Global Conference. 

",1,4,14,2006,0,NULL,"{length = 8, bytes = 0x0000000000240e92}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2006-04-24 00:00:00.000,NULL,NULL,38829,NULL,NULL,NULL,NULL,NULL,NULL
160,EID160,The Economic Impact of Hurricane Katrina,NULL,mia,"<TABLE cellspacing=""0"" cellpadding=""1"" border=""0"" align=""right""><TR><TD><A HREF=""/presentations/slides/mia_katrina_0905.pdf""><IMG SRC=""img/slide_presentation_button.gif"" alt=""View Slide Presentation"" border=""0""></A></TD></TR></TABLE>The devastation left by Hurricane Katrina could cost the U.S. economy an initial loss of 400,000 jobs in September and reduce monthly average job creation by 30,000 jobs for the rest of 2005. It could also increase oil by $10 a barrel and lead to a nearly 1 percent decline in GDP growth in the fourth quarter of this year. <p>

But next year, when the reconstruction efforts get into full swing, the recovery will turn things around &#151; adding those 30,000 jobs back per month, easing the price of oil and increasing the GDP by more than a percentage point during the second and third quarters.<p>

These are the preliminary findings of two of the Milken Institute's regional economists who've studied the potential impact of Katrina on the U.S. and Gulf economies.<p>

Ross DeVol, Director of Regional Economics, and Perry Wong, Senior Research Economist, told members of the Milken Institute Associates that based on what has happened after previous natural disasters, the short-term job losses will be made up by increases in such areas as construction once rebuilding is fully under way.<p>

And given the perception by many in the public that the federal government did not respond fast enough to the Katrina disaster, DeVol expects a massive outlay of federal dollars in the rebuilding effort. <p>

""There will be no expense spared,"" DeVol said.<p>

Insurance payouts for Katrina are expected to be the most for any hurricane cleanup in U.S. history &#151; anywhere from $20 billion to $45 billion. The federal government could end up spending as much as $150 billion.<p>

One of the key questions is how to rebuild New Orleans, which is dependent on tourism and lacks the knowledge-based workforce that is crucial for economic growth.<p>

""It's not just the rebuilding that's important, but what kind of rebuilding we do,"" said Wong. ""The danger is if we try to put it back just as it was.""<p>

<i><b>Update:</b> After Hurricane Rita hit the Gulf Coast in September, DeVol and Wong updated their findings about the impact of the two hurricanes on the local and national economies. Their findings can be found in the slides (above), but here is a summary:</i> <p>

Delayed economic activity caused by the massive evacuations in the Houston region, combined with the economic dislocations in the affected area, will reduce real GDP growth by an additional 0.2 percentage point in the third and fourth quarters of 2005 beyond the 0.5 and 1.0 percent reductions already anticipated due to Hurricane Katrina. Reported job growth will be reduced by an additional 5,000 per month, on top of the 30,000 attributable to Katrina, for the remainder of 2005. The price of natural gas should increase by nearly $1 per million British thermal unit from what would have been expected before Rita hit. <p>

Rita may also delay the reconstruction efforts in New Orleans somewhat because of renewed flooding, but rebuilding will still turn things around in 2006 &#151; adding back 30,000 jobs per month from Katrina, plus another 4,000 per month in southeast Texas and southwest Louisiana. The easing of oil and refined-petroleum-products prices, along with reconstruction, will increase GDP growth by more than a percentage point during the second and third quarters of 2006.<p>


<a href=""/sponsor.taf""><i>Learn more about the Milken Institute Associates</i></a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,15,2005,NULL,NULL,0,NULL,Santa Monica,NULL,0,0,NULL,1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e93}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-09-15 00:00:00.000,NULL,NULL,38608,NULL,NULL,NULL,NULL,NULL,NULL
161,EID161,Structural Reform in the Israeli Capital Market,NULL,Forums,"Israel has made great economic strides in the last two decades thanks to a series of economic reforms packages begun in 1985 and tight economic policies designed to control inflation. <p>

But as Amir Barnea stated in his visit to the Milken Institute, there is still a ways to go as Israel moves away from a government-controlled economy to one more driven by market forces.<p>

Capital-market development has been identified as a fundamental strategy for Israel. The biggest obstacle in this task is reforming the banking sector to allow for a viable secondary market. Israel's banking sector is largely dominated by two banks that account for 63 percent of both total assets and deposits in the sector. Furthermore, loans account for 81 percent of corporate-debt financing in Israel, of which 74 percent are bank loans. And of these bank loans, 66 percent are from the two largest banks. This large concentration in banking exposes the banks to financial risks, forcing them to absorb much of the economic loss during recessions, as seen in 2001.<p>

Barnea, a professor of Finance at the Arison School of Business at the Interdisciplinary Center, Herziliya, who has been helping lead the country's reform efforts, said that diversification of risk is crucial to protecting Israel's economy against future financial shocks, as well as promoting efficient and open markets. A series of reforms being considered includes implementing regulatory standards for banks by encouraging them to divest their interest in provident fund management, insurance and mutual funds to other entities. <p>

The proposed reforms will allow the capital markets to introduce new financial instruments such as asset-backed securities and securitization for Israel. This will ultimately benefit entrepreneurial activity, attract foreign investment and provide capital access for investors by enhancing the efficiency and sophistication of Israel's capital markets.<p>

Barnea, in partnership with the Milken Institute, hopes to monitor &#151; on a monthly basis &#151; the effects of the reforms to determine changes in the cost of intermediation, consumer choice, and the cost of credit and their impact on the economy.<p>

His visit is part of the ongoing work of the Milken Institute and its partners in Israel to create a more vibrant, market-based economy in that country.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,10,2005,NULL,NULL,0,NULL,NULL,NULL,1,0,"Amir Barnea, a professor of Finance at the Arison School of Business at the Interdisciplinary Center, Herziliya, describes the tremendous strides made in recent years, and the challenges ahead, as Israel moves from a government-controlled economy to a market-based economy.",1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e94}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-10-10 00:00:00.000,NULL,NULL,38633,NULL,NULL,NULL,NULL,NULL,NULL
162,EID162,The Economics of Terrorism,NULL,Forums,"For most people, the ""war on terrorism"" is fought in traditional ways &#151; upgrading security in our airports, military attacks on known terrorist targets, and so on. But as discussed in this special Forum, there are other ways to fight this global battle. <p>

""The Economics of Terrorism"" brought together a group of leading experts to describe how economic analysis and theory can help in the war on terrorism. They offered an economic analysis of factors that lead to terrorism, such as the supply of and demand for weapons &#151; especially weapons of mass destruction &#151; suicide bombers and other recruits, and financing.<p>

They also provided an analysis of major risk-reduction decisions and the impact of risk perceptions on economic decisions to prevent terrorism. And they discussed the potential impact of a terrorist attack on our ports and other targets, as well as the costs of preventing and responding to such a disaster.<p>

<b>Panelists:</b> <p>
Michael D. Intriligator is a Senior Fellow at the Milken Institute and Professor of Economics, Political Science, and Policy Studies at UCLA. From 1982 to 1992, he directed the UCLA Center for International and Strategic Affairs, the predecessor of the current Burkle Center for International Relations. His most recent work has concerned globalization, terrorism, global security and the future of the Russian economy. <p>

James E. Moore II is Professor of Industrial and Systems Engineering, Public Policy and Management, and Civil Engineering at the University of Southern California. He specializes in transportation engineering, transportation systems and other infrastructure systems. Moore's research interests include risk management of infrastructure networks subject to natural hazards and terrorist threats. <p>

Christopher Thornberg is a Senior Economist with the UCLA Anderson Forecast. He has been involved in a number of studies measuring the impact of important events on the economy, including the September 11 terrorist attacks. <p>

Alvin Toffler, Author and Futurist, is principal of Toffler & Associates, a consulting company, and author of more than one dozen books, including the bestsellers Future Shock and Third Wave. He wrote about the proliferation of computers, the advent of cable television, niche markets, the shift to work-at-home, corporate restructuring, the break-up of the Soviet Union, the shift to a global economy and dozens of other scenarios long before they appeared in our nomenclature.<p>

Peter Katona (moderator) is Associate Professor of Clinical Medicine at the David Geffen School of Medicine at UCLA in Infectious Diseases. He has worked at the Center for Disease Control and Prevention as an EIS Officer, and for Apria Healthcare as the corporate medical director. Katona has been a consultant to the Los Angeles County Department of Health Services, on the development of an information management system geared toward biological terrorism preparedness (known as the Health Alert Network) and as medical consultant to the county Emergency Medical Services Agency. He is co-founder of Biological Threat Mitigation, a bio-terror consulting firm.<p>",,,,,,,,,,11,10,2005,NULL,NULL,0,,"Milken Institute Conference Center<br>
","Michael  Intriligator, Senior Fellow, Milken Institute <br>
Peter Katona, Associate Professor of Clinical Medicine, UCLA Medical School<br>James E. Moore II, Professor and Chair, Daniel J. Epstein Department of Industrial and Systems Engineering, USC <br> 
Christopher Thornberg, Senior Economist, UCLA Anderson Forecast <br>
Alvin Toffler, Author and Futurist <br>",0,0,"""The Economics of Terrorism"" brought together a group of leading experts to describe how economic analysis and theory can help in the war on terrorism.",1,0,0,0,0,,"{length = 8, bytes = 0x0000000000240e95}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-11-10 00:00:00.000,NULL,NULL,38664,NULL,NULL,NULL,NULL,NULL,NULL
163,EID163,The Pro-Growth Progressive: An Economic Strategy for Shared Prosperity,NULL,Forums,"The debate over how to promote prosperity in the U.S. has become bitter and hostile, says Gene Sperling, President Clinton's chief economic advisor. <p>

On the right are those who have total faith in pro-growth policies. On the left are those who want to slow down globalization and offer more protections for workers. Both views are recipes for trouble, said Sperling. <p>

The pro-growth approach helps mainly the wealthy and has created a ""winner-take-all"" economy. The protectionism course slows down the pace of inevitable change and innovation in a global economy, which can hurt job creation.<p>

Fortunately, Sperling said, there's a third way, which he describes as the ""pro-growth progressive"" approach.<p>

""Our goal is not GDP growth per se,"" Sperling said. ""Our vision is an America that grows together. We either grow together or we grow apart."" <p>

Sperling said changes in technology and the global marketplace have roiled markets and businesses worldwide, as low-wage countries like India and China take a bigger and bigger share of the economy.<p>

That has led to some disruptions in the U.S. labor market, which has jeopardized middle-class jobs, he said. We need policies that will help workers affected by globalization get themselves back on their feet.<p>

""We have to make falling less severe,"" he said.<p>

While criticizing Republicans for not doing enough to help the middle and lower classes, Sperling added that Democrats can't just be the party ""when things go bad."" They must have positive ideas. They need to talk about wealth creation. They need an optimistic message.<p>

***<p>
Sperling is a Senior Fellow at the Center for American Progress. He was President Clinton's National Economic Advisor and head of the National Economic Council from 1997 to 2001, and deputy national economic advisor from 1993-1996.  He also served as a top economic advisor for the Kerry-Edwards presidential campaign. A columnist and commentator for Bloomberg News, he has been a contributing writer and consultant to the television series ""The West Wing,"" serves as director of the Center for Universal Education at the Council on Foreign Relations and is chair of the U.S. Global Campaign for Education. He is the author of <i>The Pro-Growth Progressive: An Economic Strategy for Shared Prosperity</i>. He attended the University of Minnesota, Wharton Business School and Yale Law School. <p>",,,,,,,,,,11,21,2005,NULL,NULL,0,,"Milken Institute Conference Center<br>
","Gene Sperling, Senior Fellow, Center for American Progress; former National Economic Advisor",0,0,"Gene Sperling, President Clinton's National Economic Advisor, discusses his new proposals for national economic success that respect both the power of free markets and the need for vigorous public policies based on progressive values.",1,0,0,0,0,,"{length = 8, bytes = 0x0000000000240e96}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-11-21 00:00:00.000,NULL,NULL,38675,NULL,NULL,NULL,NULL,NULL,NULL
164,EID164,Rethinking Bank Regulation: Till Angels Govern,NULL,Forums,"After six years of research that involved two in-depth surveys, hundreds of questions, painstaking cross-checking of data and exhaustive follow-up, James Barth and Gerard Caprio realized there is tremendous diversity in banking supervisory and regulatory practices around the world. <p>

This made answering the question, ""Which banking system works best?"" all the more important.<p>

How much diversity did they find? Examples:<p>

<i>Does the size of a country's banking system matter?</i> In Germany, bank assets represent 361 percent of GDP, while in the U.S. it's 64 percent and in Sudan only 14 percent. <p>

<i>Does government ownership of banks matter? </i>In China, 98 percent of the banking assets are government owned, while in India, the government owns 75 percent. In the U.S., the government owns no banks. <p>

<i>Does the amount of assets in foreign banks matter?</i> In Italy, only 6 percent of banking assets are foreign-owned, while that number is 19 percent in the U.S. and 99 percent in New Zealand.<p>

In addition, Barth and Caprio said, each country's regulatory system is different. For instance, half of the 152 countries they and colleague Ross Levine surveyed have explicit deposit insurance policies, while the other half none. Restrictions on the activities in which banks may engage differ country by country. So do the supervisory powers in each country.<p>

So given all of these differences, what system works best? What rules and regulations should countries adopt to ensure the most efficient banking system? <p>

Barth, Caprio and Levine &#151; authors of a new book, <i>Rethinking Bank Regulation: Till Angels Govern</i>, which is based on their research &#151; found that:<p>

<ul>
  <li> Open, competitive, democratic political institutions foster private monitoring and transparency. These countries are less likely to limit bank entry and activities and are less likely to have state banks.<br>
<li> Closed, uncompetitive, autocratic political systems do not favor transparency. These countries limit bank entry and activities and tend to have state banks.</li>
</ul><p>

Based on their research, Barth and Caprio said, they reached the following conclusions:<p>

<ul>
  <li>Countries should avoid relying on bank-activity restrictions, stringent official powers and state ownership.<br>
<li>They should emphasize private monitoring and avoid generous deposit-insurance schemes.<br>
<li>They should foster/force information disclosure.  </li>
</ul> <p>

Most important, they said, supervisors have a crucial role in governing the financial system, but governments should support market discipline, not supplant it with intrusive regulation and supervision.<p>

""It's the private sector's ability to monitor that matters more to the health of the banking system (than supervision),"" Caprio said.<p>

Finally, they said, no one size fits all. Given the complexities of each country's economic, legal and political systems, and their individual conditions and needs, there is no simple set of ""best practices"" to banking regulation in countries around the world.<p>

Does this all matter? Of course, Barth said. ""A stable and well-functioning banking system is critical for economic growth and development.""<p>

<b>James R. Barth</b> is a Senior Fellow at the Milken Institute and the Lowder Eminent Scholar in Finance at Auburn University. He also has been professor of economics at George Washington University, associate director of the economics program at the National Science Foundation, and Shaw Foundation Professor of Banking and Finance at Nanyang Technological University. Barth was an appointee of Presidents Ronald Reagan and George H.W. Bush as chief economist of the Office of Thrift Supervision, and previously as chief economist of the Federal Home Loan Bank Board. Most recently, he served as leader of an international team advising the People's Bank of China on banking reform. <p>

<b>Gerard Caprio, Jr.</b> is director for policy in the Financial Sector Vice Presidency at the World Bank, and is Professor of Economics at Williams College. Previously he was manager, Financial Sector Research, in the bank's Development Research Group. He is the World Bank's senior spokesperson on financial markets and financial sector regulation, development and reform. Before joining the bank in 1988, Caprio was vice president and head of global economics at JPMorgan, and previously held economist positions at the Federal Reserve Board and the IMF, and taught at George Washington University. <p>",,,,,,,,,,12,8,2005,NULL,NULL,0,,"Milken Institute Conference Center<br>
Santa Monica, CA","James R. Barth, Senior Fellow, Milken Institute<br>
Gerard Caprio, Jr., Director for Policy, World Bank",0,0,"In this talk, Barth, a Senior Fellow at the Institute, and Caprio, a director at the World Bank, discuss the importance of picking the right banking system – and the right bank regulations – to increase economic growth.",1,0,0,0,0,,"{length = 8, bytes = 0x0000000000240e97}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-12-08 00:00:00.000,NULL,NULL,38692,NULL,NULL,NULL,NULL,NULL,NULL
166,EID166,Off the Record With Gerard Caprio,NULL,mia,"<TABLE cellspacing=""0"" cellpadding=""5"" border=""0"" align=""right"">
	<TR><TD width=""240""><IMG SRC=""/presentations/photos/mia_caprio_1205.jpg"" width=""240"" height=""180"" ALT="""" vspace=""4"" hspace=""0"" border=""0""><br>
	<FONT FACE=""verdana,geneva"" size=""-2"">Gerard Caprio talks about changes at the World Bank during an address to Milken Institute Associates.</FONT><p></TD></TR></TABLE>Soon, Gerard Caprio, Jr. will be back in academia, leaving behind 17 years fighting global poverty as a director at the World Bank. <p>

But before he goes, he had a few thoughts for Milken Institute Associates who gathered for an ""Off the Record With Gerard Caprio"" breakfast meeting. <p>

Among some of his points: <p>

<ul>
  <li> Many governments around the world are more interested in economic growth than poverty &#151; mostly the so-called ""middle-income"" nations.
<li>How well countries allocate their people's savings has a major impact on economic development.
<li>Banks in general are safer today, but their lending is down.  </li>
</ul><p>

Caprio, an expert on international banking systems and regulation, said the keys to economic growth in developing countries remain improving their financial, information and legal systems. <p>

He also talked about the World Bank's direction under new president Paul Wolfowitz, and what changes can be expected in the future; the anti-globalization movement; and different approaches to lending around the world. <p>

Gerard Caprio, Jr. is director for policy in the Financial Sector Vice Presidency at the World Bank. Starting in January 2006, he joins Williams College as a Professor of Economics. Previously he was manager, Financial Sector Research, in the World Bank's Development Research Group. He is the World Bank's senior spokesperson on financial markets and financial sector regulation, development and reform. Before joining the bank in 1988, Caprio was vice president and head of global economics at JPMorgan, and previously held economist positions at the Federal Reserve Board and the IMF, and taught at George Washington University. <p>

The ""Off the Record with ..."" series of private meetings with individuals of distinction is open to members of the Milken Institute Associates. To join, please contact Mindy Silverstein, Director of Milken Institute Associates, at (310) 570-4634, or by e-mail at <a href=""mailto:msilverstein@milkeninstitute.org""> msilverstein @milkeninstitute.org</a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,8,2005,NULL,NULL,0,NULL,Santa Monica,NULL,0,0,NULL,1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e98}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2005-12-08 00:00:00.000,NULL,NULL,38692,NULL,NULL,NULL,NULL,NULL,NULL
167,EID167,Off the Record With Sandra Lee,NULL,mia,"With the increasingly intense nature of global markets and trade, Hong Kong is one of the most globally oriented business and economic centers in the world. <p>

And Sandra Lee, Permanent Secretary for Economic Development of the Government of Hong Kong, is at the center of this dynamic, with responsibilities that include logistics, aviation, ports, energy, postal services, meteorological services, competition policy, consumer protection and tourism. <p>

In a breakfast meeting with members of the Milken Institute Associates and invited guests, Lee painted a positive picture of Hong Kong's future. After suffering through the financial crises of the late 1990s, the SARS scare and other blows to the economy, the city has recovered nicely, she said. <p>

""Last year was very good for Hong Kong,"" she said, pointing out that Hong Kong's GDP was up 7 percent in 2005. <p>

Lee and others in her delegation, including Alan Lee, Chairman of Hong Kong Container Terminal Operators Association, and Willy Lin, Chairman of Hong Kong Shippers' Council, described the growing competition in China, but they said they are working well with mainland China's leaders. <p>

She discussed the Hong Kong government's policies on economic and trade development, the impact that proposed new shipyards in Shanghai will have on their competitive relationship with the mainland and environmental pollution. <p>
 
Ms. Lee was appointed to the Administrative Service of the Hong Kong Government in 1979. Over the years, she has worked in a number of policy and resource bureaus at the Government Secretariat and overseas offices in Washington, D.C. and London. More recently Ms. Lee served as Director-General of the Hong Kong Economic and Trade Office in London and Secretary for Economic Services. She has been in her present post as Permanent Secretary for Economic Development since July 2002. <p>

The ""Off the Record With..."" series of private meetings with individuals of distinction is open to members of the Milken Institute Associates. To join, please contact Mindy Silverstein, Director of Milken Institute Associates, at (310) 570-4634, or by e-mail at <a href=""mailto:msilverstein@milkeninstitute.org""> msilverstein @milkeninstitute.org</a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,19,2006,NULL,NULL,0,NULL,Santa Monica,NULL,0,1,NULL,1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e99}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2006-01-19 00:00:00.000,NULL,NULL,38734,NULL,NULL,NULL,NULL,NULL,NULL
168,EID168,Off the Record With Bradley Belt,NULL,mia,"America's growing public and private pension obligations have major implications for capital markets, corporate governance, industrial policy and federal insurance policies, and the sooner we tackle the issue the better, said Bradley Belt. <p>

""This is a serious problem that we need to address, and the longer it takes, the worse it will get,"" he said in a meeting with Milken Institute Associates. <p>

At issue is the ability of these funds to pay the promised benefits to their retirees &#151; a gap that is growing as people live longer. How corporations will pay for these benefits &#151; and what happens if they can't &#151; is a vital question for both the companies and government. <p>

As we've seen with corporate giants in the automobile, airline and manufacturing industries, pension liabilities have become a major issue for companies as they struggle to deal with these legacy costs while trying to compete in today's global marketplace. <p>

""As a nation and as individuals, we are not setting aside enough resources for retirement,"" Belt said. <p>

As executive director of the Pension Benefit Guaranty Corporation, Mr. Belt is responsible for its operations, including administration of two insurance programs covering more than 30,000 defined benefit plans sponsored by private-sector employers, providing annual benefit payments of almost $4 billion and management of assets totaling nearly $58 billion. <p>

The ""Off the Record with &hellip;"" series of private meetings with individuals of distinction is open to members of the Milken Institute Associates. To join, please contact Mindy Silverstein, Director of Milken Institute Associates, at (310) 570-4634, or by e-mail at <a href=""mailto:msilverstein@milkeninstitute.org""> msilverstein @milkeninstitute.org</a>.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,30,2006,NULL,NULL,0,NULL,Santa Monica,NULL,0,0,NULL,1,0,0,0,0,NULL,"{length = 8, bytes = 0x0000000000240e9a}",NULL,NULL,NULL,2005-10-21 10:30:22.000,2005-10-21 10:30:22.000,2006-01-30 00:00:00.000,NULL,NULL,38745,NULL,NULL,NULL,NULL,NULL,NULL
